person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,actual_loan_status,logistic_prob,tree_prob,logistic_pred,tree_pred
56,1,1,181143,34,0,15000,4,11.48,0.08,26,587,0,0,1.171846252535809e-05,0.0,0,0
23,1,3,156955,2,0,25000,3,11.12,0.16,3,550,0,0,2.8984663637114692e-05,0.0,0,0
33,1,0,140218,12,0,15000,1,12.84,0.11,7,685,0,0,3.1890679531993285e-05,0.0,0,0
24,1,4,40517,0,3,4000,0,11.35,0.1,3,686,0,0,0.00011835189292905052,0.0,0,0
22,0,0,42853,0,0,7500,1,13.92,0.18,3,656,1,0,0.5882957090908545,0.7734082397003778,1,1
30,1,4,55091,7,0,7500,1,10.56,0.14,5,656,0,0,5.5312439079978446e-05,0.0,0,0
29,1,4,69292,3,3,15000,4,9.91,0.22,6,689,1,0,0.3666641747206425,0.25027306488019907,0,0
27,0,0,59933,5,3,11000,3,11.01,0.18,10,609,0,0,0.00011139896495778352,0.0,0,0
27,0,1,198701,6,0,35000,3,12.42,0.18,10,710,1,0,0.03535418293751142,0.48189588189584603,0,0
29,1,0,92495,8,0,20000,1,6.91,0.22,7,596,0,0,2.4800114002363556e-05,0.0,0,0
32,0,0,30728,10,1,11200,0,7.88,0.36,5,646,1,1,0.756356953242777,0.4617196702002318,1,0
24,1,1,93646,0,3,3350,4,11.01,0.04,3,619,0,0,4.0614973099068136e-05,0.0,0,0
25,1,1,73032,1,0,10000,5,11.49,0.14,4,679,1,0,0.16443123689734468,0.48189588189584603,0,0
37,0,1,21964,16,3,3000,5,11.01,0.14,16,701,1,1,0.2291504039286775,0.9571385451252645,0,1
25,0,3,57142,2,0,6000,3,5.42,0.11,4,619,1,1,0.0331692504668016,0.25027306488019907,0,0
27,0,1,84881,4,3,9000,5,7.88,0.11,8,663,0,0,9.52299104761091e-06,0.0,0,0
26,1,0,65984,4,0,5000,3,15.62,0.08,4,633,1,1,0.4719997371393718,0.8321334503950876,0,1
27,1,4,40781,4,3,9000,4,9.99,0.22,7,671,1,1,0.500137115218927,0.6225490196078499,1,1
22,1,3,46057,1,3,3200,1,13.04,0.07,2,613,0,0,0.0001894594588041355,0.0,0,0
29,0,3,36955,4,3,8000,2,12.69,0.22,6,666,1,1,0.743354230705598,0.6225490196078499,1,1
35,1,1,36489,11,3,14125,3,12.99,0.39,10,664,1,1,0.9608220861669153,1.0,1,1
23,0,3,70804,3,3,11650,3,13.47,0.16,2,642,0,0,0.00016041225605997883,0.0,0,0
24,1,1,79868,3,3,9600,4,11.26,0.12,3,696,0,0,4.476118940939536e-05,0.0,0,0
25,0,1,135292,3,3,24250,4,11.01,0.18,3,574,1,0,0.24134350640088523,0.48189588189584603,0,0
27,1,1,43053,2,3,10000,3,8.12,0.23,3,669,1,0,0.4445413543465553,0.25027306488019907,0,0
26,0,3,70554,2,0,5000,5,10.62,0.07,2,670,0,0,9.47775459743152e-06,0.0,0,0
24,0,3,72828,4,0,2600,4,11.49,0.04,4,653,1,0,0.07266556744777528,0.48189588189584603,0,0
34,0,2,67444,9,3,9000,5,7.74,0.13,6,659,0,0,1.4131811678520536e-05,0.0,0,0
26,0,4,91227,6,0,9600,1,5.42,0.11,3,644,0,0,4.112873201644039e-06,0.0,0,0
27,0,2,73279,3,3,17000,3,11.01,0.23,10,730,0,0,6.325484036264093e-05,0.0,0,0
24,0,1,100435,2,3,25000,4,12.92,0.25,3,576,1,0,0.5957878101655261,0.8998646820027069,1,1
24,1,0,93754,6,3,9200,0,6.03,0.1,3,646,1,0,0.09679653462576995,0.25027306488019907,0,0
34,1,4,151124,9,0,9175,3,10.99,0.06,5,672,0,0,1.279825248634293e-05,0.0,0,0
22,1,4,55491,0,3,3989,0,7.67,0.07,4,610,0,0,3.5355993302216855e-05,0.0,0,0
26,1,1,29950,7,3,10000,3,11.01,0.33,2,662,1,1,0.8892928080972153,1.0,1,1
25,1,3,57564,1,3,8500,1,8.9,0.15,4,619,0,0,9.742937713547383e-05,0.0,0,0
30,0,3,73487,7,3,2981,3,7.11,0.04,5,668,0,0,6.5615159710421825e-06,0.0,0,0
32,1,0,32769,8,3,8000,5,7.51,0.24,6,694,1,0,0.3405633155747383,0.6225490196078499,0,1
27,0,3,96645,7,0,15000,3,6.54,0.16,8,648,1,0,0.03223473098110826,0.25027306488019907,0,0
27,1,1,15856,7,3,3250,5,10.36,0.2,9,658,1,1,0.5353607726453996,0.9571385451252645,1,1
25,0,4,49079,0,3,10000,3,10.99,0.2,4,667,1,0,0.47630789888284497,0.25027306488019907,0,0
25,1,0,59724,2,3,6000,1,11.01,0.1,2,677,1,0,0.36508850493457834,0.48189588189584603,0,0
34,1,0,57138,11,0,5525,2,11.11,0.1,6,592,1,0,0.28885168584721543,0.48189588189584603,0,0
31,1,3,116081,9,3,5750,2,9.45,0.05,10,617,0,0,2.6589305803953912e-05,0.0,0,0
22,1,3,73248,0,3,6600,0,10.59,0.09,2,686,1,0,0.3024344424591702,0.25027306488019907,0,0
39,0,0,48882,19,3,9149,1,8.94,0.19,13,649,0,0,7.617778172544359e-05,0.0,0,0
32,1,0,48678,10,3,7000,4,9.68,0.14,10,663,0,0,4.950474246443737e-05,0.0,0,0
29,1,0,79120,5,3,15000,5,11.83,0.19,9,638,0,0,0.0001109095262445285,0.0,0,0
23,0,4,74404,0,3,16000,2,16.0,0.22,3,630,1,1,0.8456813093022597,0.9388794567062748,1,1
33,0,4,301016,12,0,15000,4,12.34,0.05,9,618,0,0,7.899263739126428e-06,0.0,0,0
26,1,1,27163,1,3,6000,3,7.34,0.22,7,654,0,0,0.00010857803855171017,0.0,0,0
26,0,3,44258,3,3,15000,4,7.66,0.34,3,613,1,1,0.6407957229006966,1.0,1,1
23,0,1,36897,0,0,10000,3,13.79,0.27,2,642,1,1,0.7711030943335341,0.932872655478776,1,1
24,1,1,222674,0,0,3000,3,7.88,0.01,2,566,0,0,8.120249225058876e-06,0.0,0,0
24,1,1,31512,2,0,1500,1,9.91,0.05,3,654,0,0,2.0729410862083804e-05,0.0,0,0
24,1,4,61284,3,2,15000,0,16.29,0.24,4,620,1,0,0.9290857840356652,0.8321334503950876,1,1
40,0,3,64092,18,3,6600,4,14.54,0.1,13,654,1,1,0.41563178375607834,0.9388794567062748,0,1
27,1,0,91054,3,0,8500,2,17.19,0.09,5,589,1,0,0.6762907794638278,0.8321334503950876,1,1
22,0,3,50130,0,3,8400,1,8.94,0.17,2,637,1,0,0.36000296774754914,0.25027306488019907,0,0
24,1,4,10951,0,3,1500,1,13.99,0.14,4,693,1,1,0.7707902511578048,0.7734082397003778,1,1
31,1,1,41446,6,0,6500,4,7.14,0.16,8,658,0,0,1.5760161318435574e-05,0.0,0,0
24,0,1,156764,2,0,15000,5,14.26,0.1,4,640,1,0,0.13848605089985153,0.4635761589403981,0,0
25,1,0,19708,3,3,5000,3,10.75,0.25,3,527,1,1,0.9023302922276344,0.9879879879879879,1,1
32,0,1,107099,8,0,2700,3,14.27,0.03,10,662,1,0,0.15845762886053597,0.4635761589403981,0,0
27,1,3,78796,2,3,3500,1,11.62,0.04,8,516,0,0,0.00014237596686442552,0.0,0,0
24,1,1,83733,4,0,15000,1,12.63,0.18,3,614,1,0,0.47278812007090404,0.48189588189584603,0,0
25,0,3,217135,4,0,6000,2,12.42,0.03,4,510,1,0,0.21319812251332748,0.48189588189584603,0,0
30,1,0,94713,9,0,10800,1,10.36,0.11,9,655,0,0,2.273316007348237e-05,0.0,0,0
24,1,3,36947,0,3,9500,5,13.92,0.26,2,680,1,1,0.8503527616086223,1.0,1,1
32,0,0,78460,13,2,10000,5,11.99,0.13,5,657,1,0,0.20084721893513016,0.48189588189584603,0,0
24,1,3,84875,6,3,1500,5,14.42,0.02,4,666,1,1,0.2825538313849145,0.9388794567062748,0,1
25,0,1,77959,4,3,3835,0,9.55,0.05,4,633,1,1,0.1746800488087308,0.25027306488019907,0,0
22,0,0,66013,1,0,7000,4,8.94,0.11,2,577,1,0,0.10155895646150624,0.25027306488019907,0,0
21,1,0,101982,0,3,7200,5,8.49,0.07,2,669,0,0,1.1294018016651495e-05,0.0,0,0
33,1,0,113627,10,3,7000,2,11.49,0.06,10,685,1,0,0.19817410404656813,0.48189588189584603,0,0
41,0,0,55178,18,3,11200,3,7.62,0.2,10,697,1,0,0.16947274183004074,0.25027306488019907,0,0
32,1,1,94748,11,0,1200,1,10.0,0.01,5,615,0,0,1.6069276448922085e-05,0.0,0,0
25,0,4,36129,0,3,2500,3,12.73,0.07,4,711,1,1,0.26067745199218795,0.6225490196078499,0,1
29,0,0,85055,7,3,5000,1,11.01,0.06,6,572,0,0,6.657751264718556e-05,0.0,0,0
22,0,1,82517,1,0,6400,1,7.14,0.08,3,686,1,0,0.031599378046518446,0.25027306488019907,0,0
37,1,1,214629,15,3,7500,0,11.14,0.03,11,711,1,0,0.13911135422019996,0.48189588189584603,0,0
22,0,0,49170,3,0,6000,3,12.42,0.12,4,644,1,0,0.23142735956465746,0.48189588189584603,0,0
33,0,4,88460,6,0,10000,4,8.52,0.11,9,726,1,0,0.02794639589351818,0.25027306488019907,0,0
27,0,3,69572,4,3,4095,5,10.44,0.06,4,599,1,0,0.15947336742804522,0.25027306488019907,0,0
34,1,0,172902,12,0,12000,5,9.32,0.07,6,599,0,0,7.38734418963216e-06,0.0,0,0
29,1,0,55338,7,3,2400,3,11.01,0.04,6,659,0,0,3.5567906274438775e-05,0.0,0,0
23,0,1,145307,4,0,23000,1,11.03,0.16,2,693,1,0,0.07793589716696117,0.48189588189584603,0,0
24,1,3,58563,5,0,4347,5,5.58,0.07,4,621,0,0,3.131798679712534e-06,0.0,0,0
34,1,3,83027,11,0,25000,2,10.99,0.3,10,594,0,0,0.00016493818270549106,0.0,0,0
22,0,1,84483,2,3,6000,0,10.65,0.07,4,633,0,0,4.677781944527e-05,0.0,0,0
29,0,0,67024,7,0,4000,4,10.99,0.06,8,664,1,0,0.06713821383162516,0.25027306488019907,0,0
22,0,1,27472,1,0,7000,1,11.71,0.25,2,694,1,0,0.6029927862124213,0.4617196702002318,1,0
24,0,1,157004,2,0,15000,2,14.26,0.1,4,655,1,0,0.19000383438424287,0.4635761589403981,0,0
36,1,3,67674,14,0,7875,1,11.99,0.12,12,547,0,0,0.00011417997592429676,0.0,0,0
22,1,3,49029,1,3,16000,1,8.88,0.33,3,658,1,1,0.7696995917681648,1.0,1,1
24,0,3,45222,3,3,7000,3,7.51,0.15,4,561,0,0,4.8899505301418655e-05,0.0,0,0
25,0,4,82635,6,3,13600,0,10.0,0.16,3,592,1,0,0.39408683597368527,0.25027306488019907,0,0
24,0,3,78243,0,0,12000,1,8.59,0.15,3,659,0,0,1.6484407189862127e-05,0.0,0,0
35,0,0,96969,14,0,3200,4,11.11,0.03,7,670,1,0,0.0500791759914418,0.48189588189584603,0,0
25,1,0,53788,1,3,23982,0,10.43,0.45,4,588,1,1,0.9693595308588564,1.0,1,1
23,1,1,32198,1,3,4000,3,9.47,0.12,3,580,0,0,0.000102517034461406,0.0,0,0
28,0,3,138750,6,0,17630,0,8.85,0.13,4,532,1,0,0.1327826384198313,0.25027306488019907,0,0
36,1,1,105333,10,3,15000,2,12.43,0.14,11,694,0,0,7.648801753154931e-05,0.0,0,0
28,1,0,44324,5,3,8000,3,12.84,0.18,6,531,0,0,0.0007117055988944864,0.0,0,0
33,1,1,36778,8,3,17975,0,8.49,0.49,8,696,1,1,0.959003610360276,1.0,1,1
29,0,3,50825,8,3,4500,1,11.01,0.09,6,543,0,0,0.00012327506319211251,0.0,0,0
32,1,0,19782,12,3,5000,4,5.74,0.25,5,638,1,1,0.40632101309969715,0.9879879879879879,0,1
32,0,1,60920,10,3,3775,2,6.17,0.06,8,698,1,0,0.03522035218261011,0.25027306488019907,0,0
27,1,0,54588,2,3,16425,3,14.27,0.3,5,698,1,1,0.8819859496449403,1.0,1,1
24,1,1,35829,0,3,6000,3,12.97,0.17,2,623,1,0,0.758062316948737,0.6225490196078499,1,1
24,1,4,61036,0,0,3000,0,13.47,0.05,3,709,1,0,0.25639475260024625,0.48189588189584603,0,0
25,1,1,71718,1,3,3236,3,13.73,0.05,3,686,1,1,0.37336315629989564,0.7734082397003778,0,1
24,0,4,52433,2,0,4000,4,17.49,0.08,3,627,1,1,0.5274468286251544,0.8321334503950876,1,1
28,1,4,103136,8,0,18000,3,12.53,0.17,10,634,0,0,4.5684924259446584e-05,0.0,0,0
27,0,0,181067,5,0,6000,5,13.49,0.03,6,639,1,0,0.08993747124596567,0.48189588189584603,0,0
28,1,0,62126,5,0,2100,4,12.29,0.03,8,689,1,1,0.09335857639877691,0.48189588189584603,0,0
29,0,1,36653,5,3,6000,5,5.79,0.16,8,700,0,0,1.0102162714409598e-05,0.0,0,0
27,0,3,65839,4,3,2000,2,15.57,0.03,7,664,1,1,0.4353131403431499,0.9388794567062748,0,1
27,0,4,145042,2,0,8000,4,12.61,0.06,9,642,1,0,0.09577429886963633,0.48189588189584603,0,0
25,1,4,61765,4,0,1000,2,18.39,0.02,3,605,0,0,0.00026523271571553345,0.0,0,0
33,0,0,64396,12,3,2500,0,9.99,0.04,7,697,1,0,0.13078971763754757,0.25027306488019907,0,0
40,0,1,84884,16,0,12000,2,5.79,0.14,14,662,1,0,0.026986127798266604,0.25027306488019907,0,0
29,1,1,145281,4,0,5000,0,9.32,0.03,5,651,0,0,1.2567122580380117e-05,0.0,0,0
27,1,3,15497,6,3,4000,3,13.46,0.26,7,576,1,1,0.9473604943552842,1.0,1,1
35,1,3,90959,11,3,15175,5,20.0,0.17,8,635,0,0,0.001288630430992376,0.0,0,0
23,0,4,54261,0,2,3000,5,12.98,0.06,3,726,1,0,0.13553072133028718,0.48189588189584603,0,0
22,0,3,36075,0,2,1800,3,5.42,0.05,4,650,0,0,3.927455755167698e-06,0.0,0,0
28,1,3,109138,5,3,16000,1,12.6,0.15,10,657,1,0,0.44545103389106333,0.48189588189584603,0,0
21,1,1,55504,0,3,10300,1,10.59,0.19,2,644,0,0,0.0002103749370063505,0.0,0,0
23,0,4,109193,0,3,12000,1,8.9,0.11,2,610,1,0,0.17787958813544605,0.25027306488019907,0,0
26,0,4,42780,5,0,3000,5,6.76,0.07,3,688,1,0,0.01704667109683667,0.25027306488019907,0,0
36,1,1,79092,11,0,23325,1,15.27,0.29,14,714,1,0,0.7026983190187196,0.932872655478776,1,1
25,1,3,190643,0,0,20000,5,14.26,0.1,2,619,1,0,0.16271652204859388,0.4635761589403981,0,0
38,0,3,240896,15,0,25000,4,7.9,0.1,13,640,1,0,0.008892758344226308,0.25027306488019907,0,0
23,1,4,59541,1,3,15000,1,11.36,0.25,4,549,1,1,0.8443020129424768,0.8998646820027069,1,1
23,0,1,53774,0,3,3000,3,11.49,0.06,3,650,0,0,4.1828297378189856e-05,0.0,0,0
26,1,0,46239,4,3,10000,5,14.75,0.22,3,491,0,0,0.0019676535166188395,0.0,0,0
29,1,1,84794,7,3,8000,1,7.49,0.09,5,694,0,0,1.5922912108100146e-05,0.0,0,0
22,0,0,35035,0,0,8500,0,7.68,0.24,4,626,0,0,8.072605658849267e-05,0.0,0,0
25,1,1,66870,5,0,6500,5,7.49,0.1,3,648,0,0,6.685758831581388e-06,0.0,0,0
26,0,3,29511,6,0,6000,2,10.99,0.2,4,578,1,0,0.5268150837797518,0.6225490196078499,1,1
27,0,0,64121,3,0,4800,1,15.64,0.07,8,700,0,0,6.783904739255292e-05,0.0,0,0
23,1,3,24983,3,3,1500,0,9.62,0.06,3,670,0,0,4.701090537017692e-05,0.0,0,0
24,0,1,32293,1,3,12000,3,7.9,0.37,2,632,1,1,0.801993531432308,1.0,1,1
25,1,1,51044,1,3,10000,1,13.41,0.2,2,546,0,0,0.0013281824830551076,0.0,0,0
29,0,4,208854,10,0,8000,5,13.79,0.04,10,670,1,0,0.0681346397155009,0.4635761589403981,0,0
26,1,0,157354,4,0,25670,0,11.56,0.16,5,680,1,0,0.12903566283691928,0.48189588189584603,0,0
32,1,0,33980,8,2,5000,5,14.59,0.15,10,596,0,0,0.0003650682416551199,0.0,0,0
26,0,0,25020,7,3,8000,3,12.41,0.32,6,702,1,1,0.8650918867207162,1.0,1,1
38,1,3,104446,16,3,8000,3,6.54,0.08,17,684,1,1,0.04063541503037645,0.25027306488019907,0,0
31,0,4,67217,7,0,8000,4,7.14,0.12,10,576,0,0,8.810675198176433e-06,0.0,0,0
32,1,0,64437,8,3,15000,4,16.29,0.23,6,683,1,0,0.8478461425543095,0.9388794567062748,1,1
32,0,0,16631,11,3,3800,4,7.29,0.23,9,497,1,1,0.6133486118837543,0.9571385451252645,1,1
22,0,0,152285,1,0,24000,1,11.36,0.16,4,641,0,0,1.7689228444529985e-05,0.0,0,0
26,0,0,42069,2,3,15293,5,12.79,0.36,3,657,1,1,0.89165632316193,1.0,1,1
23,1,0,26582,0,3,6000,1,15.27,0.23,2,650,0,0,0.0025473263738210513,0.0,0,0
22,1,0,65911,2,3,5600,5,9.63,0.08,2,607,0,0,3.184539285955129e-05,0.0,0,0
23,0,1,23899,0,3,3000,4,9.99,0.13,3,609,1,1,0.3481787017721841,0.9571385451252645,0,1
25,0,3,66070,4,0,5100,2,9.62,0.08,4,627,0,0,1.4763750137500172e-05,0.0,0,0
27,1,1,111121,5,0,18000,1,11.48,0.16,7,628,1,0,0.2403279425021779,0.48189588189584603,0,0
35,0,1,52574,13,3,6150,3,9.07,0.12,12,688,1,0,0.13241035894101413,0.25027306488019907,0,0
22,0,3,46625,0,3,1500,1,13.22,0.03,2,605,0,0,9.982368726538133e-05,0.0,0,0
22,1,1,44221,0,3,5000,3,16.32,0.11,4,647,1,1,0.7685341126025724,0.9388794567062748,1,1
28,0,3,15399,8,3,1000,2,16.32,0.06,9,669,1,1,0.5821803100282641,0.9388794567062748,1,1
26,1,0,70011,6,0,3500,0,5.42,0.05,4,558,0,0,8.556084939092068e-06,0.0,0,0
24,1,4,66320,5,0,8000,4,8.63,0.12,4,626,1,0,0.09069304963737548,0.25027306488019907,0,0
31,0,3,87585,9,3,6000,2,13.23,0.07,5,616,0,0,9.522870896855674e-05,0.0,0,0
22,1,0,88489,0,3,9901,4,15.95,0.11,3,630,1,1,0.6586228699055778,0.9388794567062748,1,1
30,0,3,91700,10,0,10000,2,13.48,0.11,8,620,1,0,0.2601186810239924,0.48189588189584603,0,0
28,0,4,29828,7,3,1484,1,8.43,0.05,8,659,0,0,1.6576074565194543e-05,0.0,0,0
31,0,0,63400,10,3,7000,2,7.49,0.11,7,652,1,0,0.10627872412931778,0.25027306488019907,0,0
27,0,3,32499,3,3,7052,3,8.84,0.22,7,628,0,0,0.00013284718753461299,0.0,0,0
34,0,3,85022,11,3,32000,3,10.99,0.38,8,593,1,1,0.7317756006029835,1.0,1,1
23,1,4,48901,3,3,1000,5,10.62,0.02,4,670,0,0,1.6982887202458033e-05,0.0,0,0
23,1,3,31019,0,3,8000,0,12.73,0.26,4,605,1,1,0.9365988149352379,1.0,1,1
22,1,3,43483,0,3,7000,0,9.99,0.16,3,628,0,0,0.0001932100785392728,0.0,0,0
23,0,3,33380,0,3,8345,1,13.09,0.25,2,560,1,1,0.9227374528820372,0.9879879879879879,1,1
25,1,1,38441,2,3,4645,3,11.88,0.12,3,658,1,1,0.47672435299855287,0.6225490196078499,0,1
26,0,0,65711,4,3,6600,4,11.97,0.1,4,641,0,0,5.646533465123692e-05,0.0,0,0
29,1,0,81204,7,2,3600,3,7.51,0.04,10,622,0,0,9.176245395610878e-06,0.0,0,0
57,1,0,69090,31,3,5000,4,15.96,0.07,24,727,1,0,0.4084845213790765,0.9388794567062748,0,1
25,0,1,123079,3,3,6600,5,10.99,0.05,2,691,0,0,1.3020639469831973e-05,0.0,0,0
21,0,1,55336,0,3,10000,1,7.05,0.18,4,612,0,0,4.85624026824994e-05,0.0,0,0
25,0,3,58776,7,3,15000,4,11.01,0.26,2,654,1,1,0.5402195297481984,1.0,1,1
28,1,0,139289,6,0,5000,2,8.25,0.04,7,557,0,0,1.2275736194073981e-05,0.0,0,0
27,1,4,138909,3,0,12000,1,7.29,0.09,6,606,0,0,8.880498199285914e-06,0.0,0,0
23,1,0,108997,1,3,12000,1,9.17,0.11,3,631,0,0,4.089175873176442e-05,0.0,0,0
29,0,4,92011,7,3,8000,2,11.36,0.09,5,687,0,0,3.542730969421087e-05,0.0,0,0
22,0,1,34747,0,3,15000,1,10.99,0.43,2,543,1,1,0.9800735382689902,1.0,1,1
24,1,4,127418,1,0,3709,2,9.19,0.03,4,700,1,0,0.043328447818197044,0.25027306488019907,0,0
23,1,4,108836,0,3,20000,3,11.49,0.18,4,560,0,0,0.00013721478482985557,0.0,0,0
24,0,4,50224,0,3,10000,0,11.14,0.2,2,692,1,0,0.5711228296734737,0.48189588189584603,1,0
21,1,1,99658,0,3,12200,4,6.03,0.12,2,678,1,0,0.0482880352515606,0.25027306488019907,0,0
40,1,2,145219,22,0,9600,4,10.59,0.07,14,588,0,0,1.316228788076795e-05,0.0,0,0
21,0,0,46984,0,2,12200,5,11.01,0.26,2,613,0,0,0.0001980577562422968,0.0,0,0
23,1,3,118502,0,3,10000,1,16.4,0.08,2,653,1,1,0.6781934365401746,0.9388794567062748,1,1
38,0,3,66877,13,0,11700,1,7.66,0.17,15,648,1,0,0.09191138940722621,0.25027306488019907,0,0
24,1,1,130797,5,0,9050,1,5.42,0.07,2,678,0,0,2.8012880068982874e-06,0.0,0,0
31,1,1,132871,11,0,6000,3,7.4,0.05,6,671,1,0,0.025989701318659887,0.25027306488019907,0,0
37,1,2,18099,14,3,2400,0,11.01,0.13,11,741,1,1,0.4354709807606821,0.9571385451252645,0,1
27,1,0,40801,7,3,15000,4,6.91,0.37,5,688,1,1,0.6244460127393224,1.0,1,1
23,1,4,40489,0,3,8950,1,13.22,0.22,3,662,1,1,0.8429315238276891,0.6225490196078499,1,1
29,1,1,211318,6,0,25000,1,15.28,0.12,10,678,0,0,3.527122552607794e-05,0.0,0,0
28,1,3,69769,5,3,6000,2,13.49,0.09,8,527,0,0,0.0003289382655492987,0.0,0,0
35,1,1,38085,15,3,4200,1,14.79,0.11,6,682,1,0,0.6960687118739678,0.9388794567062748,1,1
29,0,1,72768,7,2,16000,2,16.0,0.22,8,674,0,0,0.00041163708004181125,0.0,0,0
22,1,4,66050,0,3,8000,1,13.48,0.12,3,577,1,1,0.7230980598436195,0.48189588189584603,1,0
35,1,0,50241,12,3,6000,3,11.2,0.12,10,601,1,0,0.4602525564658134,0.48189588189584603,0,0
25,1,1,26559,2,0,8500,5,9.63,0.32,4,686,0,0,0.00021437141711461947,0.0,0,0
23,0,0,44406,0,3,7000,1,7.9,0.16,4,499,0,0,0.00014097120372028867,0.0,0,0
23,0,3,28488,0,3,5500,4,6.01,0.19,3,584,0,0,4.6929304376018094e-05,0.0,0,0
22,1,3,73610,4,3,7000,0,12.84,0.1,2,576,1,0,0.6577410981221482,0.48189588189584603,1,0
23,1,4,178660,2,3,25000,0,14.93,0.14,3,590,1,1,0.5876152289676677,0.9388794567062748,1,1
29,1,1,41885,5,3,5500,3,11.01,0.13,5,601,0,0,0.00015544653781749445,0.0,0,0
31,1,4,115082,8,3,24000,4,14.3,0.21,10,575,0,0,0.0002620675609980112,0.0,0,0
24,0,4,61369,2,0,18650,1,9.91,0.3,3,601,0,0,0.00017142390218715463,0.0,0,0
22,0,1,88642,0,0,5000,3,7.49,0.06,2,519,0,0,1.0501411177934496e-05,0.0,0,0
28,0,0,72916,4,3,12000,4,12.18,0.16,10,614,1,0,0.4045666504925786,0.48189588189584603,0,0
25,0,1,66890,2,3,16793,1,10.92,0.25,5,578,1,1,0.7054442145336461,0.8998646820027069,1,1
22,0,3,78893,2,3,7000,1,15.99,0.09,3,604,1,0,0.7052856162689977,0.9388794567062748,1,1
27,0,3,24237,2,3,9575,2,6.62,0.4,5,594,1,1,0.8820938264725781,1.0,1,1
21,1,4,109254,0,3,19125,4,13.92,0.18,4,667,0,0,0.0001293085040891763,0.0,0,0
26,0,1,61151,5,3,6000,4,11.01,0.1,3,578,1,0,0.3123605453731483,0.48189588189584603,0,0
51,1,0,144986,27,0,30000,4,7.9,0.21,22,640,0,0,4.957770441663812e-06,0.0,0,0
25,0,0,194828,1,3,25746,2,15.94,0.13,3,614,1,1,0.43926903538129586,0.9388794567062748,0,1
22,1,1,145075,2,0,12000,5,7.49,0.08,4,669,1,0,0.018212300387512433,0.25027306488019907,0,0
28,0,1,49247,6,0,19200,1,9.91,0.39,8,717,1,0,0.6332390705124222,0.4617196702002318,1,0
53,1,3,103338,30,3,35000,4,15.65,0.34,19,649,1,1,0.7956260025636518,1.0,1,1
31,0,3,51451,7,3,1200,1,16.29,0.02,5,629,1,0,0.5952242840743456,0.9388794567062748,1,1
27,0,4,116480,5,0,2500,0,12.99,0.02,10,704,1,0,0.10867574190494654,0.48189588189584603,0,0
22,1,0,86223,0,3,1800,1,11.12,0.02,4,657,1,0,0.22304396129466866,0.48189588189584603,0,0
22,1,3,38747,1,3,2900,0,11.01,0.07,3,635,1,1,0.40412041613652655,0.6225490196078499,0,1
22,1,4,77191,0,0,25000,0,11.36,0.32,4,570,0,0,0.0004208247664857763,0.0,0,0
32,1,4,156909,8,0,12000,1,8.59,0.08,5,666,0,0,8.408694364903416e-06,0.0,0,0
25,0,0,60914,1,3,5109,4,10.49,0.08,5,571,0,0,4.800887145769587e-05,0.0,0,0
23,0,0,62871,3,3,4000,4,9.91,0.06,3,547,1,0,0.20081245150202132,0.25027306488019907,0,0
46,1,3,99856,24,0,6600,4,7.66,0.07,13,546,0,0,9.83245266208096e-06,0.0,0,0
21,1,3,45310,0,3,4000,3,13.49,0.09,4,483,0,0,0.00044761282037698586,0.0,0,0
26,1,1,45379,1,3,3585,1,11.89,0.08,4,492,0,0,0.00035143029724231617,0.0,0,0
33,1,3,79194,10,0,15000,5,7.51,0.19,8,599,1,0,0.10018237189494694,0.25027306488019907,0,0
25,0,4,70666,0,0,8500,3,7.14,0.12,3,670,0,0,6.22399288085001e-06,0.0,0,0
27,1,0,47096,6,3,3160,0,12.63,0.07,4,654,0,0,0.00014709797800074967,0.0,0,0
25,0,1,78690,0,2,12000,4,13.48,0.15,4,692,1,0,0.3249477198098869,0.48189588189584603,0,0
26,1,1,59801,4,3,5000,1,7.88,0.08,3,645,0,0,2.880599191393931e-05,0.0,0,0
43,1,3,54840,18,3,7000,1,12.99,0.13,14,636,0,0,0.0002521278463359629,0.0,0,0
28,1,1,60816,1,0,7000,1,8.59,0.12,9,651,1,0,0.13912721227692953,0.25027306488019907,0,0
33,0,3,54939,10,3,12000,1,7.88,0.22,5,574,1,0,0.48005717932311415,0.25027306488019907,0,0
22,0,4,40864,2,0,5325,0,14.59,0.13,4,575,1,1,0.658615643967306,0.8321334503950876,1,1
36,1,3,58726,12,0,1500,3,13.92,0.03,11,515,1,1,0.40574286255700837,0.7734082397003778,0,1
28,1,3,49248,6,2,3600,1,6.99,0.07,10,680,1,0,0.06905007827543157,0.25027306488019907,0,0
27,1,4,169127,5,0,13351,3,13.46,0.08,4,726,1,0,0.10617151890068702,0.48189588189584603,0,0
22,1,0,132690,2,0,6000,5,9.99,0.05,3,587,0,0,1.183829960141551e-05,0.0,0,0
22,0,1,38545,0,2,14000,1,9.91,0.36,3,671,1,0,0.8146521320516265,0.4617196702002318,1,0
22,1,4,68311,1,0,15000,3,16.0,0.22,4,576,1,1,0.813886639506456,0.8321334503950876,1,1
32,0,0,163009,12,0,16000,0,11.01,0.1,10,686,0,0,1.0381258525260286e-05,0.0,0,0
